timestep,air,seawater,excess heat,sewage,groundwater,drinking water,geothermal
[unit],[°C],[°C],[°C],[°C],[°C],[°C],[°C]
[source],[DMI],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden]
T0001,2.6,3,25,11,8.9,8.5,56
T0002,1.7,3,25,11,9,9,56
T0003,1.4,3,25,11,9,9,56
T0004,2.1,3,25,11,9,9,56
T0005,2.2,3,25,11,9,9,56
T0006,2.8,3,25,11,9,9,56
T0007,4.2,3,25,11,9,9,56
T0008,5,3,25,11,9,9,56
T0009,4.9,3,25,11,9,9,56
T0010,5,3,25,11,9,9,56
T0011,5.1,3,25,11,9,9,56
T0012,5.3,3,25,11,9,9,56
T0013,5.5,3,25,11,9,9,56
T0014,5.5,3,25,11,9,9,56
T0015,5.4,3,25,11,9,9,56
T0016,5.2,3,25,11,9,9,56
T0017,5,3,25,11,9,9,56
T0018,4.7,3,25,11,9,9,56
T0019,4.3,3,25,11,9,9,56
T0020,3.9,3,25,11,9,9,56
T0021,3.3,3,25,11,9,9,56
T0022,2.7,3,25,11,9,9,56
T0023,1.6,3,25,11,9,9,56
T0024,1.5,3,25,11,9,9,56
T0025,1.5,3,25,11,9,9,56
T0026,1.4,3,25,11,9,9,56
T0027,1.4,3,25,11,9,9,56
T0028,1.3,3,25,11,9,9,56
T0029,1.4,3,25,11,9,9,56
T0030,1.3,3,25,11,9,9,56
T0031,1.4,3,25,11,9,9,56
T0032,1.7,3,25,11,9,9,56
T0033,1.9,3,25,11,9,9,56
T0034,2.4,3,25,11,9,9,56
T0035,2.4,3,25,11,9,9,56
T0036,2.2,3,25,11,9,9,56
T0037,2,3,25,11,9,9,56
T0038,2.2,3,25,11,9,9,56
T0039,2.2,3,25,11,9,9,56
T0040,2,3,25,11,9,9,56
T0041,1.9,3,25,11,9,9,56
T0042,2,3,25,11,9,9,56
T0043,2.1,3,25,11,9,9,56
T0044,2.5,3,25,11,9,9,56
T0045,2.5,3,25,11,9,9,56
T0046,2,3,25,11,9,9,56
T0047,1.6,3,25,11,9,9,56
T0048,2.1,3,25,11,9,9,56
T0049,3,3,25,11,9,9,56
T0050,3.6,3,25,11,9,9,56
T0051,4,3,25,11,9,9,56
T0052,4.4,3,25,11,9,9,56
T0053,4.7,3,25,11,9,9,56
T0054,5.1,3,25,11,9,9,56
T0055,5.2,3,25,11,9,9,56
T0056,4.9,3,25,11,9,9,56
T0057,5,3,25,11,9,9,56
T0058,5.1,3,25,11,9,9,56
T0059,5.6,3,25,11,9,9,56
T0060,6.1,3,25,11,9,9,56
T0061,6.4,3,25,11,9,9,56
T0062,6.7,3,25,11,9,9,56
T0063,6.5,3,25,11,9,9,56
T0064,6.5,3,25,11,9,9,56
T0065,6.1,3,25,11,9,9,56
T0066,5.6,3,25,11,9,9,56
T0067,5.1,3,25,11,9,9,56
T0068,4.5,3,25,11,9,9,56
T0069,4.9,3,25,11,9,9,56
T0070,4.6,3,25,11,9,9,56
T0071,4.2,3,25,11,9,9,56
T0072,3.9,3,25,11,9,9,56
T0073,4,3,25,11,9,9,56
T0074,4.3,3,25,11,9,9,56
T0075,4.6,3,25,11,9,9,56
T0076,5,3,25,11,9,9,56
T0077,5.4,3,25,11,9,9,56
T0078,4.8,3,25,11,9,9,56
T0079,5,3,25,11,9,9,56
T0080,5.2,3,25,11,9,9,56
T0081,3.4,3,25,11,9,8,56
T0082,2.3,3,25,11,9,8,56
T0083,1.4,3,25,11,9,8,56
T0084,3.3,3,25,11,9,8,56
T0085,4.6,3,25,11,9,8,56
T0086,4.9,3,25,11,9,8,56
T0087,5.1,3,25,11,9,8,56
T0088,5.3,3,25,11,9,8,56
T0089,4.9,3,25,11,9,8,56
T0090,4.8,3,25,11,9,8,56
T0091,4.5,3,25,11,9,8,56
T0092,4.3,3,25,11,9,8,56
T0093,4.1,3,25,11,9,8,56
T0094,3.7,3,25,11,9,8,56
T0095,3.1,3,25,11,9,8,56
T0096,2.1,3,25,11,9,8,56
T0097,0,3,25,11,9,8,56
T0098,-0.1,3,25,11,9,8,56
T0099,0.2,3,25,11,9,8,56
T0100,0.3,3,25,11,9,8,56
T0101,0.5,3,25,11,9,8,56
T0102,-0.8,3,25,11,9,8,56
T0103,-1,3,25,11,9,8,56
T0104,-0.6,3,25,11,9,8,56
T0105,0.6,3,25,11,9,8,56
T0106,0.8,3,25,11,9,8,56
T0107,1.4,3,25,11,9,8,56
T0108,3,3,25,11,9,8,56
T0109,3.6,3,25,11,9,8,56
T0110,4.1,3,25,11,9,8,56
T0111,4.2,3,25,11,9,8,56
T0112,4.2,3,25,11,9,8,56
T0113,3.8,3,25,11,9,8,56
T0114,3.9,3,25,11,9,8,56
T0115,4.3,3,25,11,9,8,56
T0116,4.7,3,25,10,9,8,56
T0117,4.9,3,25,10,9,8,56
T0118,5.4,3,25,10,9,8,56
T0119,5.4,3,25,10,9,8,56
T0120,5.4,3,25,10,9,8,56
T0121,5.3,3,25,10,9,8,56
T0122,5.2,3,25,10,9,8,56
T0123,5.2,3,25,10,9,8,56
T0124,5.2,3,25,10,9,8,56
T0125,5.4,3,25,10,9,8,56
T0126,5.5,3,25,10,9,8,56
T0127,5.5,3,25,10,9,8,56
T0128,5.6,3,25,10,9,8,56
T0129,5.7,3,25,10,9,8,56
T0130,5.8,3,25,10,9,8,56
T0131,5.9,3,25,10,9,8,56
T0132,6.1,3,25,10,9,8,56
T0133,6.3,3,25,10,9,8,56
T0134,6.5,3,25,10,9,8,56
T0135,6.3,3,25,10,9,8,56
T0136,6.3,3,25,10,9,8,56
T0137,6.1,3,25,10,9,8,56
T0138,6,3,25,10,9,8,56
T0139,5.9,3,25,10,9,8,56
T0140,5.8,3,25,10,9,8,56
T0141,5.6,3,25,10,9,8,56
T0142,5.4,3,25,10,9,8,56
T0143,5.2,3,25,10,9,8,56
T0144,4.9,3,25,10,9,8,56
T0145,4.9,3,25,10,9,8,56
T0146,4.9,3,25,10,9,8,56
T0147,4.8,3,25,10,9,8,56
T0148,4.6,3,25,10,9,8,56
T0149,4.5,3,25,10,9,8,56
T0150,4.2,3,25,10,9,8,56
T0151,4.1,3,25,10,9,8,56
T0152,4,3,25,10,9,8,56
T0153,3.9,3,25,10,9,8,56
T0154,3.9,3,25,10,9,8,56
T0155,4.2,3,25,10,9,8,56
T0156,4.9,3,25,10,9,8,56
T0157,5.8,3,25,10,9,8,56
T0158,6.4,3,25,10,9,8,56
T0159,6.7,3,25,10,9,8,56
T0160,7,3,25,10,9,8,56
T0161,6.7,3,25,10,9,8,56
T0162,6.6,3,25,10,9,8,56
T0163,6.1,3,25,10,9,8,56
T0164,5.5,3,25,10,9,8,56
T0165,5.3,3,25,10,9,8,56
T0166,5.3,3,25,10,9,8,56
T0167,5.5,3,25,10,9,8,56
T0168,5.8,3,25,10,9,8,56
T0169,5.8,3,25,10,9,8,56
T0170,6.1,3,25,10,9,8,56
T0171,6.1,3,25,10,9,8,56
T0172,6.1,3,25,10,9,8,56
T0173,6.4,3,25,10,9,8,56
T0174,6.2,3,25,10,9,8,56
T0175,6.4,3,25,10,9,8,56
T0176,6.7,3,25,10,9,8,56
T0177,6.9,3,25,10,9,8,56
T0178,7.2,3,25,10,9,8,56
T0179,7.6,3,25,10,9,8,56
T0180,7.9,3,25,10,9,8,56
T0181,8.3,3,25,10,9,8,56
T0182,8.5,3,25,10,9,8,56
T0183,8.7,3,25,10,9,8,56
T0184,8.3,3,25,10,9,8,56
T0185,7.7,3,25,10,9,8,56
T0186,7.6,3,25,10,9,8,56
T0187,7.1,3,25,10,9,8,56
T0188,5.6,3,25,10,9,8,56
T0189,5.3,3,25,10,9,8,56
T0190,4.8,3,25,10,9,8,56
T0191,4.2,3,25,10,9,8,56
T0192,4.4,3,25,10,9,8,56
T0193,4.3,3,25,10,9,8,56
T0194,4.1,3,25,10,9,8,56
T0195,3.2,3,25,10,9,8,56
T0196,2.6,3,25,10,9,8,56
T0197,2,3,25,10,9,8,56
T0198,1.9,3,25,10,9,8,56
T0199,2.8,3,25,10,9,8,56
T0200,3.5,3,25,10,9,8,56
T0201,3.9,3,25,10,9,8,56
T0202,4.8,3,25,10,9,8,56
T0203,5.2,3,25,10,9,8,56
T0204,5.2,3,25,10,9,8,56
T0205,5.2,3,25,10,9,8,56
T0206,5.3,3,25,10,9,8,56
T0207,5.4,3,25,10,9,8,56
T0208,6,3,25,10,9,8,56
T0209,6.6,3,25,10,9,8,56
T0210,6.9,3,25,10,9,8,56
T0211,7.3,3,25,10,9,8,56
T0212,7.8,3,25,10,9,8,56
T0213,8.1,3,25,10,9,8,56
T0214,7.7,3,25,10,9,8,56
T0215,7.3,3,25,10,9,8,56
T0216,7.4,3,25,10,9,8,56
T0217,7.6,3,25,10,9,8,56
T0218,7,3,25,10,9,8,56
T0219,6.6,3,25,10,9,8,56
T0220,6.1,3,25,10,9,8,56
T0221,6.1,3,25,10,9,8,56
T0222,5.9,3,25,10,9,8,56
T0223,6.4,3,25,10,9,8,56
T0224,6.7,3,25,10,9,8,56
T0225,6.9,3,25,10,9,8,56
T0226,6.9,3,25,10,9,8,56
T0227,6.8,3,25,10,9,8,56
T0228,7,3,25,10,9,8,56
T0229,7.1,3,25,10,9,8,56
T0230,7,3,25,10,9,8,56
T0231,7.1,3,25,10,9,8,56
T0232,7,3,25,10,9,8,56
T0233,6.3,2,25,10,9,8,56
T0234,5.3,2,25,10,9,8,56
T0235,5,2,25,10,9,8,56
T0236,5.1,2,25,10,9,8,56
T0237,5.5,2,25,10,9,8,56
T0238,5.8,2,25,10,9,8,56
T0239,5.4,2,25,10,9,8,56
T0240,5.2,2,25,10,9,8,56
T0241,5,2,25,10,9,8,56
T0242,4.8,2,25,10,9,8,56
T0243,4.5,2,25,10,9,8,56
T0244,4,2,25,10,9,8,56
T0245,4.1,2,25,10,9,8,56
T0246,4.3,2,25,10,9,8,56
T0247,4.7,2,25,10,9,8,56
T0248,4.6,2,25,10,9,8,56
T0249,4.3,2,25,10,9,8,56
T0250,3.9,2,25,10,9,8,56
T0251,4.3,2,25,10,9,8,56
T0252,4.6,2,25,10,9,8,56
T0253,5,2,25,10,9,8,56
T0254,5.5,2,25,10,9,8,56
T0255,5.7,2,25,10,9,8,56
T0256,5.4,2,25,10,9,8,56
T0257,5.3,2,25,10,9,8,56
T0258,5.2,2,25,10,9,8,56
T0259,5.3,2,25,10,9,8,56
T0260,5.5,2,25,10,9,8,56
T0261,5.6,2,25,10,9,8,56
T0262,5.8,2,25,10,9,8,56
T0263,5.9,2,25,10,9,8,56
T0264,6,2,25,10,9,8,56
T0265,6.1,2,25,10,9,8,56
T0266,6.1,2,25,10,9,8,56
T0267,6.1,2,25,10,9,8,56
T0268,6.2,2,25,10,9,8,56
T0269,6,2,25,10,9,8,56
T0270,5.9,2,25,10,9,8,56
T0271,6,2,25,10,9,8,56
T0272,6,2,25,10,9,8,56
T0273,6.1,2,25,10,9,8,56
T0274,6.1,2,25,10,9,8,56
T0275,6.2,2,25,10,9,8,56
T0276,6.2,2,25,10,9,8,56
T0277,6.2,2,25,10,9,8,56
T0278,6.2,2,25,10,9,8,56
T0279,6,2,25,10,9,8,56
T0280,5.7,2,25,10,9,8,56
T0281,5.6,2,25,10,9,8,56
T0282,5.2,2,25,10,9,8,56
T0283,4.9,2,25,10,9,8,56
T0284,4.8,2,25,10,9,8,56
T0285,4.7,2,25,10,9,8,56
T0286,4.7,2,25,10,9,8,56
T0287,5,2,25,10,9,8,56
T0288,5.4,2,25,10,9,8,56
T0289,5.8,2,25,10,9,8,56
T0290,5.5,2,25,10,9,8,56
T0291,5.7,2,25,10,9,8,56
T0292,4.9,2,25,10,9,8,56
T0293,4.7,2,25,10,9,8,56
T0294,5.4,2,25,10,9,8,56
T0295,5.2,2,25,10,9,8,56
T0296,4.6,2,25,10,9,8,56
T0297,4.5,2,25,10,9,8,56
T0298,4.6,2,25,10,9,8,56
T0299,5,2,25,10,9,8,56
T0300,5.5,2,25,10,9,8,56
T0301,5.7,2,25,10,9,8,56
T0302,5.7,2,25,10,9,8,56
T0303,5.8,2,25,10,9,8,56
T0304,5.7,2,25,10,9,8,56
T0305,5.4,2,25,10,9,8,56
T0306,5,2,25,10,9,8,56
T0307,4.9,2,25,10,9,8,56
T0308,5.1,2,25,10,9,8,56
T0309,5.2,2,25,10,9,8,56
T0310,5,2,25,10,9,8,56
T0311,4.9,2,25,10,9,8,56
T0312,5,2,25,10,9,8,56
T0313,5,2,25,10,9,8,56
T0314,5.1,2,25,10,9,8,56
T0315,5.1,2,25,10,9,8,56
T0316,5.1,2,25,10,9,8,56
T0317,4.9,2,25,10,9,8,56
T0318,4.9,2,25,10,9,8,56
T0319,5,2,25,10,9,8,56
T0320,5.2,2,25,10,9,8,56
T0321,5.3,2,25,10,9,8,56
T0322,5.4,2,25,10,9,8,56
T0323,5.8,2,25,10,9,8,56
T0324,6.1,2,25,10,9,8,56
T0325,6.9,2,25,10,9,8,56
T0326,7.9,2,25,10,9,8,56
T0327,7.8,2,25,10,9,8,56
T0328,6.9,2,25,10,9,8,56
T0329,6.2,2,25,10,9,8,56
T0330,6.4,2,25,10,9,8,56
T0331,6.2,2,25,10,9,8,56
T0332,6.7,2,25,10,9,8,56
T0333,7,2,25,10,9,8,56
T0334,7.4,2,25,10,9,8,56
T0335,7.6,2,25,10,9,8,56
T0336,7.8,2,25,10,9,8,56
T0337,8.5,2,25,10,9,8,56
T0338,8.9,2,25,10,9,8,56
T0339,8.9,2,25,10,9,8,56
T0340,8.9,2,25,10,9,8,56
T0341,9.7,2,25,10,9,8,56
T0342,10.2,2,25,10,9,8,56
T0343,10.1,2,25,10,9,8,56
T0344,10.6,2,25,10,9,8,56
T0345,10.7,2,25,10,9,8,56
T0346,10.7,2,25,10,9,8,56
T0347,10.7,2,25,10,9,8,56
T0348,11,2,25,10,9,8,56
T0349,11.4,2,25,10,9,8,56
T0350,10.9,2,25,10,9,8,56
T0351,10.1,2,25,10,9,8,56
T0352,10.1,2,25,10,9,8,56
T0353,9.1,2,25,10,9,8,56
T0354,10,2,25,10,9,8,56
T0355,9.8,2,25,10,9,8,56
T0356,9.1,2,25,10,9,8,56
T0357,8.9,2,25,10,9,8,56
T0358,7.5,2,25,10,9,8,56
T0359,6,2,25,10,9,8,56
T0360,5.2,2,25,10,9,8,56
T0361,5.1,2,25,10,9,8,56
T0362,5.5,2,25,10,9,8,56
T0363,5.9,2,25,10,9,8,56
T0364,5.7,2,25,10,9,8,56
T0365,5.4,2,25,10,9,8,56
T0366,5.4,2,25,10,9,8,56
T0367,5.8,2,25,10,9,8,56
T0368,6,2,25,10,9,8,56
T0369,6.2,2,25,10,9,8,56
T0370,6.4,2,25,10,9,8,56
T0371,7,2,25,10,9,8,56
T0372,7.4,2,25,10,9,8,56
T0373,7.6,2,25,10,9,8,56
T0374,7.6,2,25,10,9,8,56
T0375,7,2,25,10,9,8,56
T0376,6.6,2,25,10,9,8,56
T0377,6.1,2,25,10,9,8,56
T0378,4.6,2,25,10,9,8,56
T0379,5,2,25,10,9,8,56
T0380,4.9,2,25,10,9,8,56
T0381,4.4,2,25,10,9,8,56
T0382,4.8,2,25,10,9,8,56
T0383,5.1,2,25,10,9,8,56
T0384,5.3,2,25,10,9,8,56
T0385,5.5,2,25,10,9,8,56
T0386,5.6,2,25,10,9,8,56
T0387,5.5,2,25,10,9,8,56
T0388,5.4,2,25,10,9,8,56
T0389,5.3,2,25,10,9,8,56
T0390,5.2,2,25,10,9,8,56
T0391,5.2,2,25,10,9,8,56
T0392,5.2,2,25,10,9,8,56
T0393,5.4,2,25,10,9,8,56
T0394,5.6,2,25,10,9,8,56
T0395,6,2,25,10,9,8,56
T0396,6.3,2,25,10,9,8,56
T0397,6.5,2,25,10,9,8,56
T0398,6.6,2,25,10,9,8,56
T0399,6.4,2,25,10,9,8,56
T0400,6.2,2,25,10,9,8,56
T0401,6,2,25,10,9,8,56
T0402,5.5,2,25,10,9,8,56
T0403,5.6,2,25,10,9,8,56
T0404,5.5,2,25,10,9,8,56
T0405,5.4,2,25,10,9,8,56
T0406,5.6,2,25,10,9,8,56
T0407,5.7,2,25,10,9,8,56
T0408,5.6,2,25,10,9,8,56
T0409,5.6,2,25,10,9,8,56
T0410,6,2,25,10,9,8,56
T0411,6.8,2,25,10,9,8,56
T0412,7,2,25,10,9,8,56
T0413,6.6,2,25,10,9,8,56
T0414,6,2,25,10,9,8,56
T0415,5.9,2,25,10,9,8,56
T0416,5.9,2,25,10,9,8,56
T0417,5.8,2,25,10,9,8,56
T0418,5.5,2,25,10,9,8,56
T0419,5.6,2,25,10,9,8,56
T0420,5.9,2,25,10,9,8,56
T0421,5.9,2,25,10,9,8,56
T0422,6,2,25,10,9,8,56
T0423,6,2,25,10,9,8,56
T0424,6.1,2,25,10,9,8,56
T0425,6,2,25,10,9,8,56
T0426,5.7,2,25,10,9,8,56
T0427,5.5,2,25,10,9,8,56
T0428,5.4,2,25,10,9,8,56
T0429,5.2,2,25,10,9,8,56
T0430,4.7,2,25,10,9,8,56
T0431,4.6,2,25,10,9,8,56
T0432,4.3,2,25,10,9,8,56
T0433,3.8,2,25,10,9,8,56
T0434,3.8,2,25,10,9,8,56
T0435,3.5,2,25,10,9,8,56
T0436,3.3,2,25,10,9,8,56
T0437,2.9,2,25,10,9,8,56
T0438,2.6,2,25,10,9,8,56
T0439,2.7,2,25,10,9,8,56
T0440,3.4,2,25,10,9,8,56
T0441,4.1,2,25,10,9,8,56
T0442,3.4,2,25,10,9,8,56
T0443,4.5,2,25,10,9,8,56
T0444,5.6,2,25,10,9,8,56
T0445,6.3,2,25,10,9,8,56
T0446,6.9,2,25,10,9,8,56
T0447,6.9,2,25,10,9,8,56
T0448,6.3,2,25,10,9,8,56
T0449,4.7,2,25,10,9,8,56
T0450,3.3,2,25,10,9,8,56
T0451,2.3,2,25,10,9,8,56
T0452,2,2,25,10,9,8,56
T0453,1.9,2,25,10,9,8,56
T0454,1.4,2,25,10,9,8,56
T0455,1.1,2,25,10,9,8,56
T0456,0.4,2,25,10,9,8,56
T0457,-0.6,2,25,10,9,8,56
T0458,0.2,2,25,10,9,8,56
T0459,0.6,2,25,10,9,8,56
T0460,1.5,2,25,10,9,8,56
T0461,2.4,2,25,10,9,8,56
T0462,3.2,2,25,10,9,8,56
T0463,3.9,2,25,10,9,8,56
T0464,4,2,25,10,9,8,56
T0465,4.2,2,25,10,9,8,56
T0466,4.4,2,25,10,9,8,56
T0467,4.8,2,25,10,9,8,56
T0468,5.4,2,25,10,9,8,56
T0469,6,2,25,10,9,8,56
T0470,6.7,2,25,10,9,8,56
T0471,6.9,2,25,10,9,8,56
T0472,6.5,2,25,10,9,8,56
T0473,6,2,25,10,9,8,56
T0474,6,2,25,10,9,8,56
T0475,6.2,2,25,10,9,8,56
T0476,6.6,2,25,10,9,8,56
T0477,6.6,2,25,10,9,8,56
T0478,6.5,2,25,10,9,8,56
T0479,6.5,2,25,10,9,8,56
T0480,6.4,2,25,10,9,8,56
T0481,6.4,2,25,10,9,8,56
T0482,6.3,2,25,10,9,8,56
T0483,6.2,2,25,10,9,8,56
T0484,6.1,2,25,10,9,8,56
T0485,6.1,2,25,10,9,8,56
T0486,6.2,2,25,10,9,8,56
T0487,6.2,2,25,10,9,8,56
T0488,6.2,2,25,10,9,8,56
T0489,6.4,2,25,10,9,8,56
T0490,6.8,2,25,10,9,8,56
T0491,7,2,25,10,9,8,56
T0492,7.3,2,25,10,9,8,56
T0493,7.4,2,25,10,9,8,56
T0494,7.4,2,25,10,9,8,56
T0495,7.3,2,25,10,9,8,56
T0496,7.5,2,25,10,9,8,56
T0497,7.5,2,25,10,9,8,56
T0498,7.2,2,25,10,9,8,56
T0499,7.4,2,25,10,9,8,56
T0500,7.5,2,25,10,9,8,56
T0501,7.2,2,25,10,9,8,56
T0502,6.9,2,25,10,9,8,56
T0503,6.7,2,25,10,9,8,56
T0504,6.7,2,25,10,9,8,56
T0505,6.5,2,25,10,9,8,56
T0506,6.3,2,25,10,9,8,56
T0507,5.8,2,25,10,9,8,56
T0508,5.9,2,25,10,9,8,56
T0509,6.1,2,25,10,9,8,56
T0510,6,2,25,10,9,8,56
T0511,5.9,2,25,10,9,8,56
T0512,6,2,25,10,9,8,56
T0513,6,2,25,10,9,8,56
T0514,6,2,25,10,9,8,56
T0515,6.5,2,25,10,9,8,56
T0516,7.3,2,25,10,9,8,56
T0517,8.2,2,25,10,9,8,56
T0518,8.1,2,25,10,9,8,56
T0519,7.8,2,25,10,9,8,56
T0520,6.9,2,25,10,9,8,56
T0521,5.5,2,25,10,9,8,56
T0522,4.9,2,25,10,9,8,56
T0523,3.4,2,25,10,9,8,56
T0524,2.7,2,25,10,9,8,56
T0525,1.8,2,25,10,9,8,56
T0526,0.5,2,25,10,9,8,56
T0527,0.1,2,25,10,9,8,56
T0528,-0.8,2,25,10,9,8,56
T0529,-1.2,2,25,10,9,8,56
T0530,-1.2,2,25,10,9,8,56
T0531,-1.5,2,25,10,9,8,56
T0532,0.3,2,25,10,9,8,56
T0533,0.7,2,25,10,9,8,56
T0534,2.1,2,25,10,9,8,56
T0535,3.2,2,25,10,9,8,56
T0536,3.6,2,25,10,9,8,56
T0537,4.2,2,25,10,9,8,56
T0538,4.7,2,25,10,9,8,56
T0539,5.2,2,25,10,9,8,56
T0540,5.3,2,25,10,9,8,56
T0541,5.4,2,25,10,9,8,56
T0542,5.6,2,25,10,9,8,56
T0543,5.8,2,25,10,9,8,56
T0544,5.8,2,25,10,9,8,56
T0545,5.5,2,25,10,9,8,56
T0546,5.5,2,25,10,9,8,56
T0547,5.6,2,25,10,9,8,56
T0548,5.5,2,25,10,9,8,56
T0549,5.4,2,25,10,9,8,56
T0550,5.4,2,25,10,9,8,56
T0551,5.5,2,25,10,9,8,56
T0552,5.5,2,25,10,9,8,56
T0553,5.6,2,25,10,9,8,56
T0554,5.6,2,25,10,9,8,56
T0555,5.5,2,25,10,9,8,56
T0556,5.4,2,25,10,9,8,56
T0557,5.4,2,25,10,9,8,56
T0558,5.5,2,25,10,9,8,56
T0559,5.6,2,25,10,9,8,56
T0560,5.6,2,25,10,9,8,56
T0561,5.6,2,25,10,9,8,56
T0562,5.9,2,25,10,9,8,56
T0563,6.3,2,25,10,9,8,56
T0564,6.6,2,25,10,9,8,56
T0565,7,2,25,10,9,8,56
T0566,7.3,2,25,10,9,8,56
T0567,7.3,2,25,10,9,8,56
T0568,7.1,2,25,10,9,8,56
T0569,6.6,2,25,10,9,8,56
T0570,6.5,2,25,10,9,8,56
T0571,6.4,2,25,10,9,8,56
T0572,6.4,2,25,10,9,8,56
T0573,6.4,2,25,10,9,8,56
T0574,6.7,2,25,10,9,8,56
T0575,6.6,2,25,10,9,8,56
T0576,6.3,2,25,10,9,8,56
T0577,6.4,2,25,10,9,8,56
T0578,6.3,2,25,10,9,8,56
T0579,5.5,2,25,10,9,8,56
T0580,5,2,25,10,9,8,56
T0581,4.3,2,25,10,9,8,56
T0582,4.3,2,25,10,9,8,56
T0583,4.1,2,25,10,9,8,56
T0584,4,2,25,10,9,8,56
T0585,4.7,2,25,10,9,8,56
T0586,4.9,2,25,10,9,8,56
T0587,5.8,2,25,10,9,8,56
T0588,6.6,2,25,10,9,8,56
T0589,6.7,2,25,10,9,8,56
T0590,7.3,2,25,10,9,8,56
T0591,7.5,2,25,10,9,8,56
T0592,6.8,2,25,10,9,8,56
T0593,6.2,2,25,10,9,8,56
T0594,6,2,25,10,9,8,56
T0595,6,2,25,10,9,8,56
T0596,5.8,2,25,10,9,8,56
T0597,5.7,2,25,10,9,8,56
T0598,5.6,2,25,10,9,8,56
T0599,5.3,2,25,10,9,8,56
T0600,5.1,2,25,10,9,8,56
T0601,4.9,2,25,10,9,8,56
T0602,4.7,2,25,10,9,8,56
T0603,4.6,2,25,10,9,8,56
T0604,4.5,2,25,10,9,8,56
T0605,4.3,2,25,10,9,8,56
T0606,4.4,2,25,10,9,8,56
T0607,4.3,2,25,10,9,8,56
T0608,4.2,2,25,10,9,8,56
T0609,4.3,2,25,10,9,8,56
T0610,4.2,2,25,10,9,8,56
T0611,4.3,2,25,10,9,8,56
T0612,4.4,2,25,10,9,8,56
T0613,4.5,2,25,10,9,8,56
T0614,4.6,2,25,10,9,8,56
T0615,4.7,2,25,10,9,8,56
T0616,4.5,2,25,10,9,8,56
T0617,3.6,2,25,10,9,8,56
T0618,3.2,2,25,10,9,8,56
T0619,3.4,2,25,10,9,8,56
T0620,3.5,2,25,10,9,8,56
T0621,4,2,25,10,9,8,56
T0622,4,2,25,10,9,8,56
T0623,3.8,2,25,10,9,8,56
T0624,3.7,2,25,10,9,8,56
T0625,3.5,2,25,10,9,8,56
T0626,3.2,2,25,10,9,8,56
T0627,2.9,2,25,10,9,8,56
T0628,3.3,2,25,10,9,8,56
T0629,3.6,2,25,10,9,8,56
T0630,3.8,2,25,10,9,8,56
T0631,3.8,2,25,10,9,8,56
T0632,3.5,2,25,10,9,8,56
T0633,3.6,2,25,10,9,8,56
T0634,4.1,2,25,10,9,8,56
T0635,4.3,2,25,10,9,8,56
T0636,4.5,2,25,10,9,8,56
T0637,4.8,2,25,10,9,8,56
T0638,5,2,25,10,9,8,56
T0639,5.4,2,25,10,9,8,56
T0640,5.6,2,25,10,9,8,56
T0641,5.7,2,25,10,9,8,56
T0642,5.6,2,25,10,9,8,56
T0643,5.5,2,25,10,9,8,56
T0644,5.6,2,25,10,9,8,56
T0645,5.7,2,25,10,9,8,56
T0646,5.7,2,25,10,9,8,56
T0647,5.7,2,25,10,9,8,56
T0648,5.6,2,25,10,9,8,56
T0649,5.5,2,25,10,9,8,56
T0650,5.4,2,25,10,9,8,56
T0651,5.4,2,25,10,9,8,56
T0652,5.4,2,25,10,9,8,56
T0653,5.4,2,25,10,9,8,56
T0654,5.2,2,25,10,9,8,56
T0655,4.9,2,25,10,9,8,56
T0656,5,2,25,10,9,8,56
T0657,5,2,25,10,9,8,56
T0658,5.2,2,25,10,9,8,56
T0659,5.3,2,25,10,9,8,56
T0660,5.2,2,25,10,9,8,56
T0661,5.6,2,25,10,9,8,56
T0662,5.9,2,25,10,9,8,56
T0663,5.8,2,25,10,9,8,56
T0664,5.6,2,25,10,9,8,56
T0665,5.6,2,25,10,9,8,56
T0666,5.5,2,25,10,9,8,56
T0667,5,2,25,10,9,8,56
T0668,5,2,25,10,9,8,56
T0669,4.4,2,25,10,9,8,56
T0670,4.3,2,25,10,9,8,56
T0671,4.3,2,25,10,9,8,56
T0672,3.8,2,25,10,9,8,56
T0673,3.7,2,25,10,9,8,56
T0674,4.5,2,25,10,9,8,56
T0675,4.7,2,25,10,9,8,56
T0676,4.1,2,25,10,9,8,56
T0677,3.5,2,25,10,9,8,56
T0678,3.3,2,25,10,9,8,56
T0679,3.2,2,25,10,9,8,56
T0680,3.3,2,25,10,9,8,56
T0681,3.6,2,25,10,9,8,56
T0682,4,2,25,10,9,8,56
T0683,4.7,2,25,10,9,8,56
T0684,4.9,2,25,10,9,8,56
T0685,5.5,2,25,10,9,8,56
T0686,5.4,2,25,10,9,8,56
T0687,5.4,2,25,10,9,8,56
T0688,5.6,2,25,10,9,8,56
T0689,5.5,2,25,10,9,8,56
T0690,5.1,2,25,10,9,8,56
T0691,4.9,2,25,10,9,8,56
T0692,4.6,2,25,10,9,8,56
T0693,4.7,2,25,10,9,8,56
T0694,4.9,2,25,10,9,8,56
T0695,4.9,2,25,10,9,8,56
T0696,4.9,2,25,10,9,8,56
T0697,5,2,25,10,9,8,56
T0698,4.6,2,25,10,9,8,56
T0699,4.5,2,25,10,9,8,56
